name,smiles,is_papota
Fenfluramine,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F.Cl,1
ciprofloxacin,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,0
trospectomycin,CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1,0
remifentanil,C1=CC=CC=C1N(C2(CCN(CCC(OC)=O)CC2)C(OC)=O)C(CC)=O,0
cianopramine,C1=C(C#N)C=CC3=C1N(C2=C(C=CC=C2)CC3)CCCN(C)C,0
timobesone-acetate,[C@H]12[C@@](C(OC(=O)C)([C@H](C1)C)C(SC)=O)(C[C@H](O)C3(F)[C@H]2CCC4=CC(=O)C=C[C@]34C)C,0
3Alpha-17beta-dihydroxy-5alpha-androstane,CC12CCC(CC1CCC3C2CCC4(C3CCC4O)C)O,1
Dimenoxadol,CCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(C)C,1
Diethyltryptamine,CCN(CC)CCC1=CNC2=CC=CC=C21,1
Lysergic acid diethylamide,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,1
tixocortol-pivalate,[C@@H]23[C@H]([C@H]1[C@]([C@](C(CSC(C(C)(C)C)=O)=O)(O)CC1)(C)C[C@@H]2O)CCC4=CC(=O)CC[C@]34C,0
tropapride,[C@H]13N([C@H](CC(C1)NC(C2=CC=CC(=C2OC)OC)=O)CC3)CC4=CC=CC=C4,0
thalidomide,C1=CC=CC3=C1C(N(C2C(NC(=O)CC2)=O)C3=O)=O,0
Oxymetholone (17alpha-methyl-2-hydroxymethylene-17beta-hydroxy-5alpha-androstan-3-one),CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,1
indriline,C1=CC=CC3=C1C(C2=CC=CC=C2)(C=C3)CCN(C)C,0
valproicacid,CCCC(CCC)C(O)=O,0
Perampanel,C1=CC=C(C=C1)N2C=C(C=C(C2=O)C3=CC=CC=C3C#N)C4=CC=CC=N4,1
methocarbamol,COc1ccccc1OCC(O)COC(N)=O,0
trimetozine,COc1cc(cc(OC)c1OC)C(=O)N2CCOCC2,0
Indinavir,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34)Cc5cccnc5,0
Triazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,1
meloxicam,CN1C(=C(/O)Nc2sc(C)cn2)/C(=O)c3ccccc3[S]1(=O)=O,0
Codeine-N-oxide,C[N+]1(CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O)[O-],1
Moclobemide,Clc1ccc(cc1)C(=O)NCCN2CCOCC2,0
anseculin,COc2cc1oc(=O)c(C)c(C)c1cc2OCCCN3CCN(CC3)c4ccccc4OC,0
setoperone,C4=C(C(C3CCN(CCC1=C(N=C2N(C1=O)CCS2)C)CC3)=O)C=CC(=C4)F,0
N-Ethyl-3-piperidyl benzilate,CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O,1
perphenazine-HCl,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,0
pentylenetetrazole(pentetrazol),C2C1=NN=N[N]1CCCC2,0
2,s1cc(nc1\[NH]=C(\N)N)C,0
fasiplon,C1=C(N=C2[N]1C(=C(CC)C(=N2)OC)C)C3=NOC(=N3)C,0
spiperone,C1=CC=CC=C1N2C4(C(NC2)=O)CCN(CCCC(C3=CC=C(F)C=C3)=O)CC4,0
tefludazine,[C@@H]2(C3=C([C@H](C1=CC=C(C=C1)F)C2)C=CC(=C3)C(F)(F)F)N4CCN(CCO)CC4,0
Stavudine,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,0
Etorphine (except HCl),CCCC(C)(C1CC23C=CC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)C)OC)O,1
Prostanozol (17beta-hydroxy-5alpha-androstano[3-2-c]pyrazole),CC12CCC3C(C1CCC2OC4CCCCO4)CCC5C3(CC6=C(C5)NN=C6)C,1
Trichlormethiazide,N[S](=O)(=O)c1cc2c(NC(N[S]2(=O)=O)C(Cl)Cl)cc1Cl,0
amineptine,C3=C2C([NH2+]CCCCCCC(O)=O)C1=CC=CC=C1CCC2=CC=C3.[Cl-],0
napamezole,C1=C2C(=CC=C1)CCC(=C2)CC3=NCNC3,0
Normorphine,C1CNC2CC3=C4C15C2C=CC(C5OC4=C(C=C3)O)O,1
L-663581,CC(C)c1onc(n1)c2ncn3c2CN(C)C(=O)c4c(Cl)cccc34,0
cefivitril,Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)CS\C=C/C#N)C3=O)C(O)=O,0
mibefradil,COCC(=O)O[C@]1(CCN(C)CCCc2[nH]c3ccccc3n2)CCc4cc(F)ccc4[C@@H]1C(C)C,0
35,c12c(c(ccc1)Cl)C(N(Cc1n2cnc1c1nc(on1)[C@](CO)(C)O)C)=O,0
Racemethorphan,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,1
flupimazine,C1=CC=CC3=C1N(CCCN2CCC(OCCO)CC2)C4=C(S3)C=CC(=C4)C(F)(F)F,0
Norfentanyl (N-phenyl-N-(piperidin-4-yl) propionamide),CCC(=O)N(C1CCNCC1)C2=CC=CC=C2,1
Kanamycin,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,0
Methasterone (2alpha-17alpha-dimethyl-5alpha-androstan-17beta-ol-3-one),CC1CC2(C(CCC3C2CCC4(C3CCC4(C)O)C)CC1=O)C,1
Amiodarone,CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3,0
cortexolone(cortodoxonecortifen),C(O)C(=O)C4(O)C3(C(C2C(C1(C(=CC(=O)CC1)CC2)C)CC3)CC4)C,0
zomebazam,C3=C(N2C1=C([N](C)N=C1C)N(C(=O)CC2=O)C)C=CC=C3,0
Desmethylclobazam,Clc1ccc2NC(=O)CC(=O)N(c3ccccc3)c2c1,0
propranolol,CC(C)NCC(O)COc1cccc2ccccc12,0
ciclesonide,[C@@]45([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@H](C3)O)C[C@H]4O[C@H](O5)C6CCCCC6)C)C(COC(C(C)C)=O)=O,0
benzobarbital,C1=CC=CC=C1C3(C(N(C(C2=CC=CC=C2)=O)C(=O)NC3=O)=O)CC,0
epicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C(=O)N2[C@H]1C(O)=O,0
Bacitracin,c1(c(cc(NC(CCC)=O)cc1)C(C)=O)OCC(CNC(C)C)O,0
acetylsalicylate,CC(=O)Oc1ccccc1C(O)=O,0
meropenem,O.O.O.C[C@H](O)C1C2[C@@H](C)C(=C(N2C1=O)C(O)=O)S[C@@H]3CN[C@@H](C3)C(=O)N(C)C,0
sulbenicillin,CC1(C)S[C@@H]2[C@H](NC(=O)C(c3ccccc3)[S](O)(=O)=O)C(=O)N2[C@H]1C(O)=O,0
benzocaine,CCOC(=O)c1ccc(N)cc1,0
terfenadine,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,0
Pentylone,CCCC(C(=O)C1=CC2=C(C=C1)OCO2)NC,1
piroxicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)NC3=CN=C(NC3=O)Nc4ccc(cc4)[S](N)(=O)=O)c5ccc(O)cc5)C(=O)N2[C@H]1C(O)=O,0
papaverine,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,0
tamitinol,C1=C(C(=C(O)C(=N1)C)CNCC)CSC,0
mirisetron,[C@@H]45N([C@@H](CC(NC(=O)C1=CN(C2=C(C1=O)C=CC=C2)C3CCCCC3)C4)CC5)C,0
centazolone,NN1C=Nc2cc3ccccc3cc2C1=O,0
methotrexate,CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,0
iproniazid,C1=CN=CC=C1C(NNC(C)C)=O,0
carbamazepine-10,C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N,0
azidamfenicol,[N+](=NCC(=O)N[C@@H]([C@H](O)C1=CC=C([N+]([O-])=O)C=C1)CO)=[N-],0
isoprednidene,[C@@]4(O)(C3(C(C2C(C1(C(=CC(=O)CC1)C=C2)C)C(O)C3)CC4=C)C)C(=O)CO,0
Sulfonethylmethane,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,1
fluotracen,[C@@H]1(C3=C([C@H](C2=C1C=CC=C2)C)C=CC(=C3)C(F)(F)F)CCCN(C)C,0
Cathinone,CC(C(=O)C1=CC=CC=C1)N,1
halopredone(halopredone-acetate),[C@]34([C@H]([C@H]2C([C@@]1(C(=CC(C(=C1)Br)=O)[C@@H](C2)F)C)([C@H](C3)O)F)CCC4(C(=O)CO)O)C,0
deprodone,CC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,0
eptastigmine,[C@@]12(C3=C(N(C)[C@H]1N(C)CC2)C=CC(=C3)OC(NCCCCCCC)=O)C,0
clobetasol,[C@@]23(F)C(C1C([C@](O)(C(C1)C)C(=O)CCl)(CC2O)C)CCC4=CC(=O)C=CC34C,0
cefixime,Nc1scc(n1)\C(=N\OCC(O)=O)C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(O)=O)C=C,0
Famotidine,NC(N)=Nc1scc(CSCCC(N)=N[S](N)(=O)=O)n1,0
pyridazinone,O=C1C=CNN=C1,0
pethidine,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,0
1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,CC(=O)OC1(CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,1
Methyltrienolone (17alpha-methyl-17beta-hydroxyestra-4-9-11-trien-3-one),CC1(CCC2C1(C=CC3=C4CCC(=O)C=C4CCC23)C)O,1
dextromoramide(levomoramideandracemoramide),C4=C(C(C(=O)N1CCCC1)(C2=CC=CC=C2)C(CN3CCOCC3)C)C=CC=C4,0
cephacetrile,[Na+].CC(=O)OCC1=C(N2[C@@H](SC1)[C@@H](NC(=O)CC#N)C2=O)C([O-])=O,0
stacofylline,C(C1=NC2=C([N]1C)C(N(C)C(N2C)=O)=O)CCN3CCN(C(N(CC)CC)=O)CC3,0
Fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1
Butabarbital (secbutabarbital),CCC(C)C1(C(=O)NC(=NC1=O)[O-])CC.[Na+],1
rilapine,C1=C(Cl)C=CC\3=C1C=C(N2CCN(C)CC2)C4=C(C3=C/C#N)C=CC=C4,0
Sulfonmethane,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,1
olanzapine,C1=C3C(=CC=C1)N=C2SC(=CC2=C(N3)N4CCN(CC4)C)C,0
bromopride,C1=C(Br)C(=CC(=C1C(NCCN(CC)CC)=O)OC)N,0
5ÃÅ½ÃÂ±-Androstan-3-6-17-trione,CC12CCC(=O)CC1C(=O)CC3C2CCC4(C3CCC4=O)C,1
Furethidine,CCOC(=O)C1(CCN(CC1)CCOCC2CCCO2)C3=CC=CC=C3,1
toloxychlorinol,C1=CC=CC(=C1OCC(COC(C(Cl)(Cl)Cl)O)OC(C(Cl)(Cl)Cl)O)C,0
Betaprodine,CCC(=O)OC1(CCN(CC1C)C)C2=CC=CC=C2,1
duoperone,C1=C(C(F)(F)F)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN5CCC(C(C4=CC=C(F)C=C4)=O)CC5,0
Acetyldihydrocodeine,CC(=O)OC1CCC2C3CC4=C5C2(C1OC5=C(C=C4)OC)CCN3C,1
medrysone,[C@@H]23[C@H]([C@H]1[C@]([C@@H](C(C)=O)CC1)(C)C[C@@H]2O)C[C@H](C)C4=CC(=O)CC[C@]34C,0
halocortolone,[C@H]23C(Cl)([C@@]1(C(=CC(=O)C=C1)[C@@H](F)C2)C)[C@@H](F)C[C@]4([C@H]3C[C@H]([C@@H]4C(=O)CO)C)C,0
piridicillin,[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)C3=CC=C(NC3=O)c4ccc(cc4)[S](=O)(=O)N(CCO)CCO)c5ccc(O)cc5)C(=O)N2[C@H]1C([O-])=O,0
tramadol,[C@H]1([C@](O)(CCCC1)C2=CC(=CC=C2)OC)CN(C)C.[H+].[Cl-],0
cilobamine,[C@@]1([C@H](C2CCC1CC2)NC(C)C)(C3=CC(=C(C=C3)Cl)Cl)O,0
fumoxicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](N=Cc3occc3)c4ccc(O)cc4)C(=O)N2[C@H]1C(O)=O,0
Chlordiazepoxide,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,1
oxanamide,O1CCCCC1C(=O)N,0
Urea,NC(N)=O,0
meprotixol,C1=C(OC)C=CC3=C1C(C2=C(C=CC=C2)S3)(CCCN(C)C)O,0
ketazolam,C1=C(Cl)C=CC2=C1C3(N(CC(=O)N2C)C(C=C(O3)C)=O)C4=CC=CC=C4,0
Ketamine,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,1
nonaperone,C1=CC(=CC=C1C(CCCN2CC3CCC(C2)CC3)=O)F,0
mometasone(mometasone-furoate),[C@H]34[C@H]2[C@@](Cl)([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@@H](O)C[C@@]3([C@](O)([C@@H](C4)C)C(=O)CCl)C,0
acevaltrate,[C@]12(OC1)[C@@H]3C(=C[C@@H]2OC(=O)CC(OC(=O)C)(C)C)C(=CO[C@H]3OC(=O)CC(C)C)COC(=O)C,0
trifluomeprazine,C1=CC=C2C(=C1)SC3=C(N2CC(C)CN(C)C)C=C(C=C3)C(F)(F)F,0
cinoctramide,C1=C(C(=C(C=C1\C=C\C(N2CCCCCCC2)=O)OC)OC)OC,0
rasagiline,[C@@H]1(C2=C(CC1)C=CC=C2)NCC#C,0
oxitriptyline,CN(C)C(=O)COC2c1ccccc1CCc3ccccc23,0
Chloral betaine,C[N+](C)(C)CC(=O)[O-].C(C(Cl)(Cl)Cl)(O)O,1
Cyclopentyl fentanyl,C1CCC(C1)C(=O)N(C2CCN(CC2)CCC3=CC=CC=C3)C4=CC=CC=C4,1
nicotinamide,C(C1=CN=CC=C1)(=O)N,0
vincristine,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,0
labetalol,CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(N)=O,0
3-Fluoro-N-methylcathinone (3-FMC),CC(C(=O)C1=CC(=CC=C1)F)NC.Cl,1
carbubarb,C(C1(C(NC(=O)NC1=O)=O)CCCC)COC(N)=O,0
sunepitron,O=C1CCC(=O)N1CC1CCC2CN(CCN2C1)c1ncccn1,0
cyheptamide,C1=CC=CC3=C1C(C2=C(C=CC=C2)CC3)C(N)=O,0
cryofluorane,ClC(C(F)(F)Cl)(F)F,0
Pentostatin,OC[C@H]1O[C@H](C[C@@H]1O)n2cnc3[C@H](O)CN=CNc23,0
lenapenem,CNCC[C@@H](O)[C@@H]1C[C@@H](CN1)SC2=C(N3[C@H]([C@H]2C)[C@@H]([C@@H](C)O)C3=O)C(O)=O,0
valproatepivoxil,C(C(C(OCOC(C(C)(C)C)=O)=O)CCC)CC,0
1-47,NCCc1cn2c(n1)cccc2,0
flumoxonide,[C@]12(OC(O[C@@H]1CC3C2(CC(O)[C@@]4(F)C3C[C@H](F)C5=CC(=O)C=CC45C)C)(C)C)C(=O)C(OC)OC,0
oxetacillin,CC1(C)NC(C(=O)[NH+]1[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c4ccc(O)cc4,0
Trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0
difluanine(difluanazine),C4=C(C(C1=CC=C(C=C1)F)CCCN3CCN(CCNC2=CC=CC=C2)CC3)C=CC(=C4)F,0
Flunitrazepam,CN1C(=O)CN=C(c2ccccc2F)c3cc(ccc13)[N+]([O-])=O,0
Oxacillin,Cc1onc(c2ccccc2)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(O)=O,0
lexithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)C(C)[C@@H](OC3OC(C)CC(C3O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OC)[C@H](C)[C@@H](O)[C@]1(C)O,0
noxiptiline,C1=CC=CC2=C1C(C3=C(CC2)C=CC=C3)=NOCCN(C)C,0
17Alpha-methyl-delta1-dihydrotestosterone (17beta-hydroxy-17alpha-methyl-5alpha-androst-1-en-3-one),CC12CCC3C(C1CCC2(C)O)CCC4C3(C=CC(=O)C4)C,1
Bolasterone (7alpha-17alpha-dimethyl-17beta-hydroxyandrost-4-en-3-one),CC1CC2=CC(=O)CCC2(C3C1C4CCC(C4(CC3)C)(C)O)C,1
guanabenz,NC(N)=N\N=C\c1c(Cl)cccc1Cl,0
AmphotericinB,C[C@H]1O[C@@H](O[C@@H]\2C[C@@H]3O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C/C=C\C=C/C=C\C=C/C=C\C=C2)C[C@H](O)[C@H]3C(O)=O)[C@@H](O)[C@@H](N)[C@@H]1O,0
prednicarbate,[C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@H](C3)O)CC4)C)(C(COC(CC)=O)=O)OC(OCC)=O,0
phenoxypropazine(fenoxypropazine),C1=C(OCC(NN)C)C=CC=C1,0
Methyltestosterone (17alpha-methyl-17beta-hydroxyandrost-4-en-3-one),CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,1
Mefenamic_acid,Cc1cccc(Nc2ccccc2C(O)=O)c1C,0
atropine,CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,0
pentazocine,C[C@@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CC=C(C)C,0
Alprostadil,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,0
dichlorisone-acetate,[C@@]23(Cl)C(C1C([C@](O)(CC1)C(=O)COC(=O)C)(CC2Cl)C)CCC4=CC(=O)C=CC34C,0
Phenazocine,CC1C2CC3=C(C1(CCN2CCC4=CC=CC=C4)C)C=C(C=C3)O,1
veralipride,C1=C([S](N)(=O)=O)C=C(C(=C1C(NCC2N(CCC2)CC=C)=O)OC)OC,0
Methylphenidate,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,1
crilvastatin,CC2(CC(OC(C1NC(=O)CC1)=O)CC(C2)C)C,0
androsan,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0
chlorphenoxamine,C2=C(C(C1=CC=CC=C1)(OCCN(C)C)C)C=CC(=C2)Cl,0
Hydromorphone,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4.Cl,1
homopipramol,C3=C2N(C1=CC=CC=C1C=CC2=CC=C3)CCCN4C=CN(CC=C4)CCO,0
Heptane,CCCCCCC,0
Para-fluorobutyryl fentanyl,CCCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=C(C=C3)F,1
Trimeperidine,CCC(=O)OC1(CC(N(CC1C)C)C)C2=CC=CC=C2.Cl,1
acetaminosalol,C2=C(C(OC1=CC=C(C=C1)NC(C)=O)=O)C(=CC=C2)O,0
nicopholine,C1=CC=NC=C1C(N2CCOCC2)=O,0
triamcinolone-furetonide,[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(COC(C6=CC7=C(O6)C=CC=C7)=O)=O,0
Ethylmethylthiambutene,CCN(C)C(C)C=C(C1=CC=CS1)C2=CC=CS2,1
mazindol,C1=CC=CC2=C1C(N3C2=NCC3)(C4=CC=C(C=C4)Cl)O,0
Miconazole,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1,0
benserazide,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,0
citatepine,C1=C(C#N)C=CC3=C1C4=C(C2=C(C=CC=C2)S3)CCN(CC4)C,0
Benzylmorphine,CN1CCC23C4C1CC5=C2C(=C(C=C5)OCC6=CC=CC=C6)OC3C(C=C4)O,1
diethazine,C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)CCN(CC)CC,0
allobarbital,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,0
Ranitidine,CNC(/NCCSCc1oc(CN(C)C)cc1)=C\[N+]([O-])=O,0
mescaline,COc1cc(CCN)cc(OC)c1OC,0
famciclovir,C1=NC2=C([N]1CCC(COC(C)=O)COC(C)=O)N=C(N)N=C2,0
taglutimide(biglumide),O=C3C1C(C2CCC1C2)C(=O)N3C4C(NC(=O)CC4)=O,0
imipraminoxide,C1=CC=CC2=C1N(C3=C(CC2)C=CC=C3)CCC[N+](C)(C)[O-],0
chloroform,C(Cl)(Cl)Cl,0
phenytoin,C1=CC=CC=C1C3(C2=CC=CC=C2)NC(=O)NC3=O,0
Estra-4-9-11-triene-3-17-dione,CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2=O,1
propicillin,CCC(Oc1ccccc1)C(=O)NC2C3SC(C)(C)C(N3C2=O)C(O)=O,0
eclanamine,[C@H]2(N(C1=CC=C(C(=C1)Cl)Cl)C(CC)=O)[C@@H](CCC2)N(C)C,0
dexoxadrol(dioxadrolandlevoxadrol),[C@@H]1(NCCCC1)[C@@H]2OC(OC2)(C3=CC=CC=C3)C4=CC=CC=C4,0
2-(4-Chloro-2-5-dimethoxyphenyl) ethanamine (2C-C),COC1=CC(=C(C=C1CCN)OC)Cl,1
rodorubicin,CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@@H]4O[C@H]5CC(=O)[C@H](C)O[C@H]5O[C@@H]4[C@H](C)O3)[C@H](C)O2)N(C)C)c6c(O)c7C(=O)c8c(O)cccc8C(=O)c7c(O)c6[C@H]1O[C@H]9C[C@@H]([C@H](O)[C@H](C)O9)N(C)C,0
lodaxaprine,C1=CC(=NN=C1C2=C(Cl)C=CC=C2)N3CCC(O)CC3,0
Clostebol (4-chloro-17beta-hydroxyandrost-4-en-3-one),CC12CCC3C(C1CCC2O)CCC4=C(C(=O)CCC34C)Cl,1
Nelfinavir,Cc1c(O)cccc1C(=O)N[C@@H](CSc2ccccc2)[C@H](O)CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C,0
5FÃÂ¢â¬âAPINACA- 5FÃÂ¢â¬âAKB48 (N-(adamantan-1-yl)-1-(5-fluoropentyl)-1H-indazole-3-carboxamide),C1C2CC3CC1CC(C2)(C3)NC(=O)C4=NN(C5=CC=CC=C54)CCCCCF,1
clofluperol,C1=C(C(=CC=C1C3(CCN(CCCC(C2=CC=C(F)C=C2)=O)CC3)O)Cl)C(F)(F)F,0
methylpentynol,CCC(C)(O)C#C,0
tameridone,C1=NC5=C([N]1CCN4CCC(C2=C[NH]C3=C2C=CC=C3)CC4)C(N(C)C(N5C)=O)=O,0
Tilidine,CCOC(=O)C1(CCC=CC1N(C)C)C2=CC=CC=C2,1
nerisopam,C2=C1C(=NN=C(CC1=CC(=C2OC)OC)C)C3=CC=C(N)C=C3,0
clorotepine,C1=C(Cl)C=CC4=C1C(N2CCN(C)CC2)CC3=C(C=CC=C3)S4,0
amelometasone,[C@H]12[C@@]([C@](OC(=O)CC)([C@H](C1)C)C(=O)COC)(C[C@H](O)[C@@]3(F)[C@H]2CCC4=CC(=O)C=C[C@]34C)C,0
melphalan,NC(Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O,0
Cefradine,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C2=O)C(O)=O,0
Alpha-methylfentanyl,CCC(=O)N(C1CCN(CC1)C(C)CC2=CC=CC=C2)C3=CC=CC=C3,1
milameline,CN1CC(=CCC1)\C=N\OC,0
oxomemazine,C1=CC=CC3=C1N(C2=C(C=CC=C2)[S]3(=O)=O)CC(CN(C)C)C,0
clotixamide(clotixamide),CNC(=O)CCN1CCN(CCC=C2c3ccccc3Sc3ccc(cc23)Cl)CC1,0
paramethadione,C(C)C1(C)C(=O)N(C(O1)=O)C,0
resocortol,CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,0
Etorphine (except HCl),CCCC(C)(C1CC23C=CC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)C)OC)O,1
Thebacon,CC(=O)OC1=CCC2C3CC4=C5C2(C1OC5=C(C=C4)OC)CCN3C,1
procarbazine,C1=CC(=CC=C1C(NC(C)C)=O)CNNC,0
hydrocortisone-aceponate,[C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)[C@H](C3)O)CC4)C)(C(COC(C)=O)=O)OC(CC)=O,0
bervastatin,[C@H](O)(/C=C/C1=C(C3=C(OC12CCCC2)C=CC=C3)C4=CC=C(F)C=C4)C[C@H](O)CC(OCC)=O,0
cp20,CN1C=CC(=O)C(=C1C)O,0
dactinomycin,CC(C)C1NC(=O)C(NC(=O)c2ccc(C)c3OC4=C(C)C(=O)C(=C(C(=O)NC5C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C6CCCN6C(=O)C(NC5=O)C(C)C)C4=Nc23)N)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C7CCCN7C1=O,0
tamolarizine,C4=C(C(N2CCN(CC(C1=CC=C(C(=C1)OC)OC)O)CC2)C3=CC=CC=C3)C=CC=C4,0
etodroxizine,C3=C(C(N1CCN(CC1)CCOCCOCCO)C2=CC=CC=C2)C=CC(=C3)Cl.O=C(O)\C=C\C(O)=O,0
fluocortin,CCCCOC(=O)C(=O)C3C(C)CC4C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC34C,0
Normethandrolone (17alpha-methyl-17beta-hydroxyestr-4-en-3-one),CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)CCC34,1
Levophenacylmorphan,C1CCC23CCN(C(C2C1)CC4=C3C=C(C=C4)O)CC(=O)C5=CC=CC=C5,1
batelapine,C1=CC=CC3=C1N=C([N]2C(=NC(=N2)C)C3)N4CCN(C)CC4,0
buciclovir,[C@@H](CC[N]2C1=C(C(N=C(N1)N)=O)N=C2)(CO)O,0
pivoxazepam,C1=C(Cl)C=CC2=C1C(=NC(C(=O)N2)OC(C(C)(C)C)=O)C3=CC=CC=C3,0
diacetylnalorphine,C1=CC(=C3C2=C1CC5C4C2(C(O3)C(C=C4)OC(C)=O)CCN5CC=C)OC(C)=O,0
